NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 61%5607761	DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 61%5607761		57	-0.71908003	-2.3448641	0.0	0.0	0.0	2113	tags=49%, list=14%, signal=57%	
POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051443	POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051443		95	-0.67116207	-2.3418453	0.0	0.0	0.0	2678	tags=46%, list=18%, signal=56%	
REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0033238	REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0033238		55	-0.74564314	-2.339652	0.0	0.0	0.0	2113	tags=55%, list=14%, signal=63%	
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.2	SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.2		53	-0.7380945	-2.3382316	0.0	0.0	0.0	2113	tags=55%, list=14%, signal=63%	
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%R-HSA-450531.4	REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%R-HSA-450531.4		82	-0.6716961	-2.3372931	0.0	0.0	0.0	2803	tags=48%, list=18%, signal=58%	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME DATABASE ID RELEASE 61%69017	CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME DATABASE ID RELEASE 61%69017		49	-0.74392384	-2.3365285	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME DATABASE ID RELEASE 61%69601	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME DATABASE ID RELEASE 61%69601		51	-0.7447808	-2.3359332	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4	ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4		62	-0.7211665	-2.3355334	0.0	0.0	0.0	2788	tags=55%, list=18%, signal=67%	
NADH DEHYDROGENASE COMPLEX ASSEMBLY%GOBP%GO:0010257	NADH DEHYDROGENASE COMPLEX ASSEMBLY%GOBP%GO:0010257		50	-0.7485185	-2.3342457	0.0	0.0	0.0	3360	tags=84%, list=22%, signal=107%	
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.1	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.1		49	-0.7596198	-2.3337874	0.0	0.0	0.0	2113	tags=59%, list=14%, signal=69%	
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 61%211733	REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 61%211733		48	-0.74729496	-2.3303576	0.0	0.0	0.0	2113	tags=56%, list=14%, signal=65%	
CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 61%73886	CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 61%73886		82	-0.681609	-2.329872	0.0	0.0	0.0	3478	tags=66%, list=23%, signal=85%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904		79	-0.68667054	-2.3289335	0.0	0.0	0.0	2991	tags=68%, list=20%, signal=85%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.3	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.3		51	-0.7447808	-2.3268976	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
HOST INTERACTIONS OF HIV FACTORS%REACTOME DATABASE ID RELEASE 61%162909	HOST INTERACTIONS OF HIV FACTORS%REACTOME DATABASE ID RELEASE 61%162909		121	-0.6317992	-2.3251023	0.0	0.0	0.0	2678	tags=43%, list=18%, signal=52%	
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I BIOGENESIS%GOBP%GO:0097031	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I BIOGENESIS%GOBP%GO:0097031		50	-0.7485185	-2.3249938	0.0	0.0	0.0	3360	tags=84%, list=22%, signal=107%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.3	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.3		64	-0.72313493	-2.3238444	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852	T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852		128	-0.6409773	-2.322343	0.0	0.0	0.0	3225	tags=59%, list=21%, signal=75%	
TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0033209	TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0033209		104	-0.6424787	-2.3191423	0.0	0.0	0.0	2130	tags=42%, list=14%, signal=49%	
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2	AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2		50	-0.7363595	-2.3189976	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=63%	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME%R-HSA-5387390.3	HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME%R-HSA-5387390.3		53	-0.7338341	-2.3187582	0.0	0.0	0.0	2788	tags=60%, list=18%, signal=74%	
REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 61%169911	REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 61%169911		51	-0.74639004	-2.31872	0.0	0.0	0.0	2113	tags=55%, list=14%, signal=64%	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120		39	-0.7754253	-2.3155427	0.0	0.0	0.0	2991	tags=85%, list=20%, signal=105%	
DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME DATABASE ID RELEASE 61%5619115	DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME DATABASE ID RELEASE 61%5619115		65	-0.69111836	-2.308561	0.0	0.0	0.0	2788	tags=52%, list=18%, signal=64%	
HH MUTANTS THAT DON'T UNDERGO AUTOCATALYTIC PROCESSING ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 61%5362768	HH MUTANTS THAT DON'T UNDERGO AUTOCATALYTIC PROCESSING ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 61%5362768		53	-0.7338341	-2.303096	0.0	0.0	0.0	2788	tags=60%, list=18%, signal=74%	
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 61%8941858	REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 61%8941858		55	-0.7205828	-2.302983	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.3	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.3		60	-0.70140004	-2.3006935	0.0	0.0	0.0	2113	tags=55%, list=14%, signal=64%	
COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 61%6799198	COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 61%6799198		45	-0.75184554	-2.2978299	0.0	0.0	0.0	3360	tags=84%, list=22%, signal=108%	
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%R-HSA-69202.3	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%R-HSA-69202.3		82	-0.66064554	-2.295185	0.0	0.0	0.0	2788	tags=51%, list=18%, signal=62%	
NIK/NF-KAPPAB SIGNALING%GOBP%GO:0038061	NIK/NF-KAPPAB SIGNALING%GOBP%GO:0038061		76	-0.6749645	-2.289409	0.0	0.0	0.0	2113	tags=39%, list=14%, signal=46%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 61%450408	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 61%450408		51	-0.7375716	-2.2893121	0.0	0.0	0.0	2113	tags=53%, list=14%, signal=61%	
REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479		103	-0.6373531	-2.2890692	0.0	0.0	0.0	2829	tags=39%, list=19%, signal=47%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 61%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 61%1236975		94	-0.6582598	-2.2873454	0.0	0.0	0.0	2155	tags=49%, list=14%, signal=57%	
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1	NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1		56	-0.71540815	-2.2772758	0.0	0.0	0.0	2113	tags=48%, list=14%, signal=56%	
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69613.2	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69613.2		51	-0.7447808	-2.2760887	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
DEGRADATION OF AXIN%REACTOME%R-HSA-4641257.2	DEGRADATION OF AXIN%REACTOME%R-HSA-4641257.2		53	-0.73008335	-2.274985	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
CELLULAR RESPIRATION%GOBP%GO:0045333	CELLULAR RESPIRATION%GOBP%GO:0045333		118	-0.62725	-2.2651424	0.0	0.0	0.0	3003	tags=61%, list=20%, signal=75%	
VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.1	VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.1		50	-0.73314476	-2.2649372	0.0	0.0	0.0	2788	tags=64%, list=18%, signal=78%	
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME DATABASE ID RELEASE 61%69656	CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME DATABASE ID RELEASE 61%69656		81	-0.67047924	-2.2644796	0.0	0.0	0.0	2788	tags=52%, list=18%, signal=63%	
REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME DATABASE ID RELEASE 61%1234174	REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME DATABASE ID RELEASE 61%1234174		71	-0.66839457	-2.2597404	0.0	0.0	0.0	2997	tags=51%, list=20%, signal=63%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		45	-0.7391536	-2.2577667	0.0	0.0	0.0	1714	tags=51%, list=11%, signal=57%	
REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051438	REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051438		113	-0.619397	-2.2552574	0.0	0.0	0.0	2113	tags=36%, list=14%, signal=42%	
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901		61	-0.6793572	-2.246586	0.0	0.0	0.0	1714	tags=41%, list=11%, signal=46%	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME%R-HSA-5610783.1	DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME%R-HSA-5610783.1		57	-0.6848478	-2.244588	0.0	0.0	0.0	2113	tags=49%, list=14%, signal=57%	
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-2262749.1	CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-2262749.1		71	-0.66839457	-2.2433105	0.0	0.0	0.0	2997	tags=51%, list=20%, signal=63%	
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME DATABASE ID RELEASE 61%69229	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME DATABASE ID RELEASE 61%69229		49	-0.71484333	-2.2398791	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
SISTER CHROMATID COHESION%GOBP%GO:0007062	SISTER CHROMATID COHESION%GOBP%GO:0007062		99	-0.6267171	-2.2384315	0.0	0.0	0.0	2629	tags=46%, list=17%, signal=56%	
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%R-HSA-1234176.2	OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%R-HSA-1234176.2		63	-0.6858432	-2.2357774	0.0	0.0	0.0	2997	tags=57%, list=20%, signal=71%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205		156	-0.58299553	-2.2337904	0.0	0.0	0.0	3483	tags=54%, list=23%, signal=69%	
PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144	PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144		160	-0.58196384	-2.2269592	0.0	0.0	0.0	3017	tags=49%, list=20%, signal=61%	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GOBP%GO:0061418	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GOBP%GO:0061418		74	-0.65235114	-2.2262409	0.0	0.0	0.0	2997	tags=49%, list=20%, signal=60%	
NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903321	NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903321		121	-0.6010773	-2.2260969	0.0	0.0	0.0	2113	tags=37%, list=14%, signal=43%	
HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION		183	-0.58162016	-2.224225	0.0	0.0	0.0	2176	tags=46%, list=14%, signal=54%	
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%R-HSA-75815.2	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%R-HSA-75815.2		49	-0.71484333	-2.2227628	0.0	0.0	0.0	2113	tags=57%, list=14%, signal=66%	
DEGRADATION OF GLI1 BY THE PROTEASOME%REACTOME%R-HSA-5610780.1	DEGRADATION OF GLI1 BY THE PROTEASOME%REACTOME%R-HSA-5610780.1		57	-0.68940496	-2.2168572	0.0	0.0	0.0	2113	tags=49%, list=14%, signal=57%	
ATP METABOLIC PROCESS%GOBP%GO:0046034	ATP METABOLIC PROCESS%GOBP%GO:0046034		138	-0.5962621	-2.2113974	0.0	0.0	0.0	3017	tags=54%, list=20%, signal=66%	
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397	NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397		117	-0.6015955	-2.211131	0.0	0.0	0.0	2113	tags=38%, list=14%, signal=43%	
MRNA SPLICING%REACTOME%R-HSA-72172.3	MRNA SPLICING%REACTOME%R-HSA-72172.3		171	-0.5814841	-2.2092469	0.0	0.0	0.0	4106	tags=48%, list=27%, signal=65%	
PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2	PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2		163	-0.5820507	-2.2053826	0.0	0.0	0.0	4106	tags=48%, list=27%, signal=65%	
RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009199	RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009199		156	-0.58299553	-2.2035465	0.0	0.0	0.0	3483	tags=54%, list=23%, signal=69%	
UB-SPECIFIC PROCESSING PROTEASES%REACTOME%R-HSA-5689880.2	UB-SPECIFIC PROCESSING PROTEASES%REACTOME%R-HSA-5689880.2		175	-0.57509774	-2.1998856	0.0	0.0	0.0	2942	tags=37%, list=19%, signal=45%	
TELOMERE MAINTENANCE%REACTOME%R-HSA-157579.1	TELOMERE MAINTENANCE%REACTOME%R-HSA-157579.1		59	-0.6694306	-2.1994686	0.0	0.0	0.0	3478	tags=64%, list=23%, signal=83%	
RRNA PROCESSING%REACTOME%R-HSA-72312.3	RRNA PROCESSING%REACTOME%R-HSA-72312.3		191	-0.5634441	-2.1965501	0.0	0.0	0.0	4476	tags=54%, list=29%, signal=76%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		61	-0.6689551	-2.1876924	0.0	0.0	0.0	2200	tags=39%, list=14%, signal=46%	
RESPONSE TO VIRUS%GOBP%GO:0009615	RESPONSE TO VIRUS%GOBP%GO:0009615		152	-0.57815576	-2.1872294	0.0	0.0	0.0	1540	tags=38%, list=10%, signal=41%	
SISTER CHROMATID SEGREGATION%GOBP%GO:0000819	SISTER CHROMATID SEGREGATION%GOBP%GO:0000819		158	-0.58962506	-2.1863043	0.0	0.0	0.0	3981	tags=54%, list=26%, signal=73%	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141		172	-0.5702172	-2.1816673	0.0	0.0	0.0	3625	tags=55%, list=24%, signal=72%	
NEGATIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048525	NEGATIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048525		74	-0.6389854	-2.1706314	0.0	0.0	0.0	2586	tags=43%, list=17%, signal=52%	
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY		28	-0.7834371	-2.1689806	0.0	0.0	0.0	2678	tags=79%, list=18%, signal=95%	
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 61%8854050	FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 61%8854050		53	-0.6752517	-2.167209	0.0	9.080898E-6	0.001	2113	tags=53%, list=14%, signal=61%	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972		75	-0.6249525	-2.1667578	0.0	9.025862E-6	0.001	2113	tags=41%, list=14%, signal=48%	
HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2		58	-0.6623074	-2.161551	0.0	8.971489E-6	0.001	4247	tags=71%, list=28%, signal=98%	
HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1	HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1		60	-0.6785887	-2.1527576	0.0	8.917767E-6	0.001	2788	tags=53%, list=18%, signal=65%	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.1	RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.1		100	-0.59942615	-2.1526663	0.0	8.864686E-6	0.001	3202	tags=50%, list=21%, signal=63%	
REGULATION OF PTEN STABILITY AND ACTIVITY%REACTOME DATABASE ID RELEASE 61%8948751	REGULATION OF PTEN STABILITY AND ACTIVITY%REACTOME DATABASE ID RELEASE 61%8948751		67	-0.65905315	-2.15257	0.0	8.812232E-6	0.001	2942	tags=52%, list=19%, signal=64%	
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.2	MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.2		55	-0.66809523	-2.151721	0.0	8.760395E-6	0.001	3922	tags=71%, list=26%, signal=95%	
DNA RECOMBINATION%GOBP%GO:0006310	DNA RECOMBINATION%GOBP%GO:0006310		134	-0.57265955	-2.1434634	0.0	8.709165E-6	0.001	2847	tags=40%, list=19%, signal=48%	
TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5668541.2	TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5668541.2		93	-0.6196812	-2.1397564	0.0	8.6585305E-6	0.001	2113	tags=39%, list=14%, signal=45%	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250		72	-0.6284566	-2.1396623	0.0	8.608481E-6	0.001	3075	tags=49%, list=20%, signal=61%	
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	NUCLEOSOME ORGANIZATION%GOBP%GO:0034728		97	-0.5931565	-2.1378672	0.0	8.559006E-6	0.001	3307	tags=45%, list=22%, signal=58%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260		150	-0.5747885	-2.1347241	0.0	8.510098E-6	0.001	2924	tags=43%, list=19%, signal=52%	
EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.1	EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.1		30	-0.728783	-2.1346567	0.0	8.461745E-6	0.001	2640	tags=70%, list=17%, signal=85%	
DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2	DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2		32	-0.757088	-2.1314816	0.0	8.413939E-6	0.001	2640	tags=75%, list=17%, signal=91%	
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.2	RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.2		183	-0.55679137	-2.130377	0.0	8.366669E-6	0.001	4476	tags=54%, list=29%, signal=75%	
MITOTIC G2-G2 M PHASES%REACTOME DATABASE ID RELEASE 61%453274	MITOTIC G2-G2 M PHASES%REACTOME DATABASE ID RELEASE 61%453274		167	-0.5536399	-2.130015	0.0	8.319928E-6	0.001	3064	tags=40%, list=20%, signal=50%	
MITOTIC SPINDLE CHECKPOINT%REACTOME DATABASE ID RELEASE 61%69618	MITOTIC SPINDLE CHECKPOINT%REACTOME DATABASE ID RELEASE 61%69618		103	-0.60382646	-2.1279233	0.0	8.273707E-6	0.001	3428	tags=51%, list=23%, signal=66%	
HALLMARK_G2M_CHECKPOINT%MSIGDB_C2%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT%MSIGDB_C2%HALLMARK_G2M_CHECKPOINT		190	-0.55103356	-2.1259477	0.0	8.227996E-6	0.001	2519	tags=41%, list=17%, signal=49%	
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542		144	-0.5817218	-2.1236188	0.0	8.182787E-6	0.001	2555	tags=44%, list=17%, signal=52%	
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS%REACTOME%R-HSA-8939236.1	RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS%REACTOME%R-HSA-8939236.1		96	-0.5995815	-2.1210957	0.0	8.138072E-6	0.001	3320	tags=53%, list=22%, signal=68%	
NUCLEOSOME ASSEMBLY%REACTOME%R-HSA-774815.1	NUCLEOSOME ASSEMBLY%REACTOME%R-HSA-774815.1		47	-0.6812299	-2.109097	0.0	8.0938435E-6	0.001	3283	tags=64%, list=22%, signal=81%	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.3	MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.3		175	-0.5494655	-2.1086338	0.0	8.050093E-6	0.001	4476	tags=53%, list=29%, signal=74%	
TRNA METABOLIC PROCESS%GOBP%GO:0006399	TRNA METABOLIC PROCESS%GOBP%GO:0006399		138	-0.57491887	-2.1069465	0.0	1.5624562E-5	0.002	4281	tags=54%, list=28%, signal=75%	
SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0031146	SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0031146		68	-0.63394004	-2.1050458	0.0	1.5541007E-5	0.002	2788	tags=51%, list=18%, signal=63%	
CLEC7A (DECTIN-1) SIGNALING%REACTOME DATABASE ID RELEASE 61%5607764	CLEC7A (DECTIN-1) SIGNALING%REACTOME DATABASE ID RELEASE 61%5607764		96	-0.61489904	-2.1046636	0.0	1.5458343E-5	0.002	3179	tags=46%, list=21%, signal=58%	
TELOMERE MAINTENANCE%GOBP%GO:0000723	TELOMERE MAINTENANCE%GOBP%GO:0000723		76	-0.62473285	-2.0982752	0.0	2.2996814E-5	0.003	3136	tags=47%, list=21%, signal=59%	
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750		77	-0.61909944	-2.0961406	0.0	2.2875778E-5	0.003	2942	tags=49%, list=19%, signal=61%	
UCH PROTEINASES%REACTOME DATABASE ID RELEASE 61%5689603	UCH PROTEINASES%REACTOME DATABASE ID RELEASE 61%5689603		89	-0.60663795	-2.0900545	0.0	2.275601E-5	0.003	2448	tags=45%, list=16%, signal=53%	
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	NUCLEOSOME ASSEMBLY%GOBP%GO:0006334		74	-0.612212	-2.0877295	0.0	2.2637489E-5	0.003	3307	tags=51%, list=22%, signal=65%	
