GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0030522	intracellular receptor signaling pathway	0.000005048839972565609	0.000005048839972565609	+1	ARID1A,RUNX1,CRIPAK,AR,BRCA1,FOXA1,EP300,ASXL1,CBFB,NCOR1,EZH2
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.000005098678924637315	0.000005098678924637315	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0071824	protein-DNA complex subunit organization	0.000005277464661874012	0.000005277464661874012	+1	TP53,ARID1A,PBRM1,RB1,CTCF,NPM1,SOX9,ATRX,SETD2,TAF1,HIST1H2BD
GO:0048562	embryonic organ morphogenesis	0.000005341765470523588	0.000005341765470523588	+1	NOTCH1,CTNNB1,TBX3,SOX9,PDGFRA,FGFR2,TGFBR2,SOX17
GO:0007623	circadian rhythm	0.000005366701720720813	0.000005366701720720813	+1	TP53,PTEN,FBXW7,MTOR,EP300,USP9X,SIN3A,EGR3,NCOR1,EZH2
GO:0050673	epithelial cell proliferation	0.0000055810462089335806	0.0000055810462089335806	+1	EGFR,NF1,GATA3,FBXW7,NRAS,AKT1,EPPK1,SOX9,TLR4,FGFR2,BRCA2
GO:2001233	regulation of apoptotic signaling pathway	0.000005583350965401415	0.000005583350965401415	+1	TP53,PTEN,RB1,FBXW7,NFE2L2,AKT1,AR,HGF,BRCA1,LRRK2
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.000005810523752417762	0.000005810523752417762	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:0051054	positive regulation of DNA metabolic process	0.000006292019543466052	0.000006292019543466052	+1	EGFR,AKT1,ATM,WT1,HGF,ATRX,BRCA1,USP9X,ATR,ERCC2
GO:0051983	regulation of chromosome segregation	0.000006303705324591366	0.000006303705324591366	+1	APC,RB1,CTNNB1,CTCF,ATM,ATRX,AXIN2,RAD21
GO:0043627	response to estrogen	0.000006322179426308292	0.000006322179426308292	+1	GATA3,CRIPAK,AR,BRCA1,EP300
GO:0048485	sympathetic nervous system development	0.000006322179426308292	0.000006322179426308292	+1	NF1,GATA3,CTNNB1
GO:0071680	response to indole-3-methanol	0.000006322179426308292	0.000006322179426308292	+1	CTNNB1,CDH1,BRCA1
GO:0071681	cellular response to indole-3-methanol	0.000006322179426308292	0.000006322179426308292	+1	CTNNB1,CDH1,BRCA1
GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	0.000006330998252836467	0.000006330998252836467	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	0.000006330998252836467	0.000006330998252836467	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:1900407	regulation of cellular response to oxidative stress	0.000006445011655002016	0.000006445011655002016	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
GO:0030111	regulation of Wnt signaling pathway	0.000006931324152626006	0.000006931324152626006	+1	APC,EGFR,CTNNB1,RUNX1,STK11,SOX9,LRRK2,FGFR2,SOX17,PPP2R1A,CBFB,TBL1XR1,AXIN2
GO:0048598	embryonic morphogenesis	0.0000075646386713335715	0.0000075646386713335715	+1	GATA3,NOTCH1,CTNNB1,TBX3,SOX9,SETD2,PDGFRA,FGFR2,FOXA2,TGFBR2,SOX17
GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	0.0000075646386713335715	0.0000075646386713335715	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	0.0000075646386713335715	0.0000075646386713335715	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.0000075646386713335715	0.0000075646386713335715	+1	TP53,EGFR,FBXW7,FLT3,HGF,ERBB4,KIT,FGFR3,PPP2R1A,PTPN11
GO:1902403	signal transduction involved in mitotic DNA integrity checkpoint	0.0000075646386713335715	0.0000075646386713335715	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
GO:0018205	peptidyl-lysine modification	0.000007760597727366675	0.000007760597727366675	+1	CDKN2A,CTNNB1,KDM6A,TET2,ATRX,BRCA1,SETD2,EP300,SMAD4,BRCA2,SIN3A,NSD1,EZH2
GO:0006352	DNA-templated transcription, initiation	0.00000824355602087433	0.00000824355602087433	+1	TP53,PTEN,NOTCH1,CTNNB1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB
GO:0044773	mitotic DNA damage checkpoint	0.000008593553044824121	0.000008593553044824121	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0006479	protein methylation	0.000008593553044824121	0.000008593553044824121	+1	CTNNB1,KDM6A,TET2,ATRX,BRCA1,SETD2,SMAD4,NSD1,EZH2
GO:0008213	protein alkylation	0.000008593553044824121	0.000008593553044824121	+1	CTNNB1,KDM6A,TET2,ATRX,BRCA1,SETD2,SMAD4,NSD1,EZH2
GO:0006333	chromatin assembly or disassembly	0.000008599154673235639	0.000008599154673235639	+1	TP53,ARID1A,PBRM1,CDKN2A,CTCF,NPM1,SOX9,ATRX
GO:0010212	response to ionizing radiation	0.000008641429517125733	0.000008641429517125733	+1	TP53,GATA3,STK11,ATM,BRCA1,CDKN1A,ATR
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.00000946990939057708	0.00000946990939057708	+1	RUNX1,CRIPAK,BRCA1,FOXA1,CBFB
GO:0036473	cell death in response to oxidative stress	0.00000967253688327019	0.00000967253688327019	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
GO:1902882	regulation of response to oxidative stress	0.00000967253688327019	0.00000967253688327019	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
GO:0110111	negative regulation of animal organ morphogenesis	0.0000100247492850712	0.0000100247492850712	+1	GATA3,NOTCH1,FBXW7
GO:0009755	hormone-mediated signaling pathway	0.000010609695935870107	0.000010609695935870107	+1	ARID1A,RUNX1,CRIPAK,AR,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0045732	positive regulation of protein catabolic process	0.000011561061124178417	0.000011561061124178417	+1	PTEN,APC,FBXW7,KEAP1,NFE2L2,CEBPA,CDKN1B,LRRK2
GO:0001666	response to hypoxia	0.000012020418688674598	0.000012020418688674598	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
GO:0018105	peptidyl-serine phosphorylation	0.000012975065793495372	0.000012975065793495372	+1	PTEN,EGFR,AKT1,BRAF,ATM,MTOR,LRRK2,TGFBR2,TAF1,ATR,NSD1
GO:0003180	aortic valve morphogenesis	0.000013264487641962206	0.000013264487641962206	+1	GATA3,RB1,NOTCH1,SOX9
GO:0070602	regulation of centromeric sister chromatid cohesion	0.000013264487641962206	0.000013264487641962206	+1	CTNNB1,CTCF,AXIN2
GO:0044774	mitotic DNA integrity checkpoint	0.000013346589605558235	0.000013346589605558235	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0061138	morphogenesis of a branching epithelium	0.000013382750755160032	0.000013382750755160032	+1	CTNNB1,SOX9,WT1,HGF,FGFR2,TGFBR2
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	0.000013382750755160032	0.000013382750755160032	+1	PIK3R1,FLT3,KIT,PDGFRA,FGFR3
GO:0006979	response to oxidative stress	0.000013574639501663529	0.000013574639501663529	+1	TP53,EGFR,FBXW7,KEAP1,NFE2L2,AKT1,HGF,TLR4,LRRK2,PDGFRA
GO:2000679	positive regulation of transcription regulatory region DNA binding	0.000013574639501663529	0.000013574639501663529	+1	GATA3,RB1,CTNNB1
GO:0038128	ERBB2 signaling pathway	0.000013619183112223055	0.000013619183112223055	+1	PIK3CA,EGFR,PIK3R1
GO:0036293	response to decreased oxygen levels	0.000013652151065376897	0.000013652151065376897	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
GO:0006367	transcription initiation from RNA polymerase II promoter	0.00001458635191914227	0.00001458635191914227	+1	TP53,PTEN,NOTCH1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB
GO:0010506	regulation of autophagy	0.000015172349123815584	0.000015172349123815584	+1	PIK3CA,FBXW7,KEAP1,STK11,AKT1,ATM,HGF,MTOR,LRRK2,EP300
GO:0006359	regulation of transcription by RNA polymerase III	0.000015453807779239107	0.000015453807779239107	+1	CEBPA,AR,MTOR,BRCA1
GO:0022409	positive regulation of cell-cell adhesion	0.000015453807779239107	0.000015453807779239107	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,FOXA1,FOXA2,TGFBR2,CBFB,PTPN11
GO:0010631	epithelial cell migration	0.000016550099687508867	0.000016550099687508867	+1	PIK3CA,PTEN,NF1,GATA3,NOTCH1,AKT1,EPPK1,SOX9,MTOR,KIT
GO:0048545	response to steroid hormone	0.000017181435717196495	0.000017181435717196495	+1	ARID1A,RUNX1,CRIPAK,AR,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0090132	epithelium migration	0.000017369874699431524	0.000017369874699431524	+1	PIK3CA,PTEN,NF1,GATA3,NOTCH1,AKT1,EPPK1,SOX9,MTOR,KIT
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.000017418078264193295	0.000017418078264193295	+1	EGFR,NOTCH1,FBXW7,BRAF,ERBB4,PDGFRA,FGFR2,FGFR3,PTPN11
GO:0051568	histone H3-K4 methylation	0.00001785392644974318	0.00001785392644974318	+1	CTNNB1,KDM6A,TET2,BRCA1,SMAD4
GO:0044839	cell cycle G2/M phase transition	0.00001791908011698006	0.00001791908011698006	+1	TP53,CDKN2A,NPM1,AJUBA,ATM,BRCA1,CHEK2,CCND1,CDKN1A,PPP2R1A
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.00001818869365464056	0.00001818869365464056	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0060070	canonical Wnt signaling pathway	0.00001818869365464056	0.00001818869365464056	+1	PTEN,APC,EGFR,GATA3,CTNNB1,STK11,SOX9,LRRK2,FGFR2,SOX17,TBL1XR1,AXIN2
GO:0045165	cell fate commitment	0.000018570415010031183	0.000018570415010031183	+1	APC,GATA3,TBX3,SOX9,WT1,FGFR2,FOXA2,SOX17,SMAD2
GO:0003281	ventricular septum development	0.000018607534319037803	0.000018607534319037803	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
GO:0090130	tissue migration	0.00001899799520010645	0.00001899799520010645	+1	PIK3CA,PTEN,NF1,GATA3,NOTCH1,AKT1,EPPK1,SOX9,MTOR,KIT
GO:0033002	muscle cell proliferation	0.00001932627812698441	0.00001932627812698441	+1	PTEN,NOTCH1,CTNNB1,AKT1,CDKN1B,ERBB4,FGFR2,CDKN1A
GO:0003176	aortic valve development	0.00001932627812698441	0.00001932627812698441	+1	GATA3,RB1,NOTCH1,SOX9
GO:2001252	positive regulation of chromosome organization	0.000019830763577043525	0.000019830763577043525	+1	RB1,CTNNB1,ATM,ATRX,BRCA1,SMAD4,ATR,SIN3A,RAD21
GO:0051101	regulation of DNA binding	0.000020476959051493727	0.000020476959051493727	+1	GATA3,RB1,CTNNB1,EP300,TAF1,SIN3A,NSD1
GO:0070482	response to oxygen levels	0.000020524988091225633	0.000020524988091225633	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
GO:0043414	macromolecule methylation	0.000020975254501948953	0.000020975254501948953	+1	CTNNB1,DNMT3A,KDM6A,WT1,TET2,ATRX,BRCA1,SETD2,SMAD4,NSD1,EZH2
GO:0018209	peptidyl-serine modification	0.00002264039211781127	0.00002264039211781127	+1	PTEN,EGFR,AKT1,BRAF,ATM,MTOR,LRRK2,TGFBR2,TAF1,ATR,NSD1
GO:0071241	cellular response to inorganic substance	0.00002401827516629182	0.00002401827516629182	+1	EGFR,CDH1,AKT1,BRAF,CDKN1B,ATRX,LRRK2
GO:0060956	endocardial cell differentiation	0.00002464541125296391	0.00002464541125296391	+1	NOTCH1,SMAD4,SOX17
GO:0003348	cardiac endothelial cell differentiation	0.00002464541125296391	0.00002464541125296391	+1	NOTCH1,SMAD4,SOX17
GO:0002244	hematopoietic progenitor cell differentiation	0.000025237794500696548	0.000025237794500696548	+1	TP53,GATA3,NOTCH1,FLT3,RUNX1
GO:0008593	regulation of Notch signaling pathway	0.000027445819727432674	0.000027445819727432674	+1	EGFR,NOTCH1,FBXW7,AKT1,ELF3,EP300
GO:0043406	positive regulation of MAP kinase activity	0.000027538008950737696	0.000027538008950737696	+1	EGFR,FLT3,MAP2K4,BRAF,PIK3CG,TLR4,LRRK2,KIT
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0000275497607287013	0.0000275497607287013	+1	NOTCH1,STK11,EP300,SMAD4,ACVR1B,ACVR2A,SMAD2
GO:0051098	regulation of binding	0.00002928370697727231	0.00002928370697727231	+1	GATA3,RB1,CTNNB1,AKT1,LRRK2,EP300,CDKN1A,TAF1,SIN3A,NSD1,SMAD2
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.000029625153927383662	0.000029625153927383662	+1	NOTCH1,NFE2L2,EP300,SMAD4
GO:0009895	negative regulation of catabolic process	0.000029858160035668	0.000029858160035668	+1	PIK3CA,EGFR,CDKN2A,AKT1,HGF,MTOR,LRRK2,TAF1,NCOR1,RPL5,AXIN2
GO:0046661	male sex differentiation	0.00003042457855441321	0.00003042457855441321	+1	GATA3,TBX3,SOX9,WT1,KIT
GO:2000146	negative regulation of cell motility	0.00003049382406416653	0.00003049382406416653	+1	PTEN,NAV3,NF1,GATA3,NOTCH1,CDH1,AKT1,EPPK1
GO:0016242	negative regulation of macroautophagy	0.00003059517332110736	0.00003059517332110736	+1	PIK3CA,AKT1,MTOR,LRRK2
GO:0048608	reproductive structure development	0.000032571861274560606	0.000032571861274560606	+1	GATA3,TBX3,SOX9,WT1,KIT,PDGFRA,FGFR2,PTPN11
GO:0061458	reproductive system development	0.000032571861274560606	0.000032571861274560606	+1	GATA3,TBX3,SOX9,WT1,KIT,PDGFRA,FGFR2,PTPN11
GO:0048483	autonomic nervous system development	0.000033262896645376946	0.000033262896645376946	+1	NF1,GATA3,CTNNB1
GO:0006260	DNA replication	0.000033262896645376946	0.000033262896645376946	+1	EGFR,ATM,ATRX,BRCA1,POLQ,CHEK2,BRCA2,PPP2R1A,ATR,SMC3
GO:0043525	positive regulation of neuron apoptotic process	0.000033262896645376946	0.000033262896645376946	+1	NF1,FBXW7,CTNNB1
GO:0048853	forebrain morphogenesis	0.00003330056413837856	0.00003330056413837856	+1	PTEN,NF1
GO:0031929	TOR signaling	0.00003388948300160157	0.00003388948300160157	+1	PIK3CA,GATA3,STK11,AKT1,ATM,MTOR
GO:1905314	semi-lunar valve development	0.00003422214016319279	0.00003422214016319279	+1	GATA3,RB1,NOTCH1,SOX9
GO:0050680	negative regulation of epithelial cell proliferation	0.000034699876347691775	0.000034699876347691775	+1	NF1,GATA3,FBXW7,EPPK1,SOX9,FGFR2,BRCA2
GO:0007548	sex differentiation	0.00003608371129462404	0.00003608371129462404	+1	GATA3,TBX3,SOX9,WT1,KIT,PDGFRA,PTPN11
GO:0010639	negative regulation of organelle organization	0.00003631963140829012	0.00003631963140829012	+1	APC,NAV3,NPM1,AKT1,ATM,HGF,ATRX,BRCA1,LRRK2,SMAD4,SIN3A
GO:0007389	pattern specification process	0.000036441313981678126	0.000036441313981678126	+1	APC,NOTCH1,TBX3,WT1,ERBB4,FGFR2,FOXA2,TGFBR2,SOX17
GO:0032259	methylation	0.00003760746751235352	0.00003760746751235352	+1	CTNNB1,DNMT3A,KDM6A,WT1,TET2,ATRX,BRCA1,SETD2,SMAD4,NSD1,EZH2
GO:1903076	regulation of protein localization to plasma membrane	0.00003901871440584695	0.00003901871440584695	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0071482	cellular response to light stimulus	0.000040209462996679814	0.000040209462996679814	+1	TP53,NPM1,STK11,EP300,CDKN1A,TAF1,ATR
GO:0032388	positive regulation of intracellular transport	0.000040488149219393626	0.000040488149219393626	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1,STK11
GO:0060688	regulation of morphogenesis of a branching structure	0.000041623048372828236	0.000041623048372828236	+1	SOX9,HGF,LRRK2,FGFR2
GO:0045945	positive regulation of transcription by RNA polymerase III	0.00004238705192496632	0.00004238705192496632	+1	CEBPA,AR,MTOR
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.00004245071841442146	0.00004245071841442146	+1	TP53,FBXW7,FLT3,HGF,ERBB4,KIT,FGFR3,PTPN11
GO:0031589	cell-substrate adhesion	0.00004425679542172122	0.00004425679542172122	+1	PTEN,NF1,PIK3R1,CDKN2A,NOTCH1
GO:0034728	nucleosome organization	0.00004443042118962381	0.00004443042118962381	+1	ARID1A,PBRM1,CTCF,NPM1,SOX9,ATRX,SETD2,HIST1H2BD
GO:0009880	embryonic pattern specification	0.00004742627443213746	0.00004742627443213746	+1	TBX3,WT1,ERBB4,FGFR2,SMAD2
GO:0045662	negative regulation of myoblast differentiation	0.00004896185137244829	0.00004896185137244829	+1	NOTCH1,TBX3,SOX9
GO:0046620	regulation of organ growth	0.00004947694626587211	0.00004947694626587211	+1	PTEN,NOTCH1,WT1,ERBB4,FGFR2
GO:0040013	negative regulation of locomotion	0.00004947694626587211	0.00004947694626587211	+1	PTEN,NAV3,NF1,GATA3,NOTCH1,CDH1,AKT1,EPPK1
GO:1903364	positive regulation of cellular protein catabolic process	0.000051767129562810365	0.000051767129562810365	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:1905475	regulation of protein localization to membrane	0.00005184124064014248	0.00005184124064014248	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0007622	rhythmic behavior	0.00005184470095403501	0.00005184470095403501	+1	TP53,PTEN
GO:0048512	circadian behavior	0.00005184470095403501	0.00005184470095403501	+1	TP53,PTEN
GO:0001503	ossification	0.000051952733903840837	0.000051952733903840837	+1	EGFR,NF1,NOTCH1,RUNX1,SOX9,HGF,FGFR2,FGFR3,PTPN11,ACVR2A
GO:0032927	positive regulation of activin receptor signaling pathway	0.00005224639250153867	0.00005224639250153867	+1	ACVR1B,ACVR2A,SMAD2
GO:0010632	regulation of epithelial cell migration	0.00005311797670946008	0.00005311797670946008	+1	PTEN,NF1,GATA3,NOTCH1,AKT1,EPPK1,SOX9,MTOR
GO:0051271	negative regulation of cellular component movement	0.00005311797670946008	0.00005311797670946008	+1	PTEN,NAV3,NF1,GATA3,NOTCH1,CDH1,AKT1,EPPK1
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	0.00005311797670946008	0.00005311797670946008	+1	PTEN,CDKN2A,FBXW7,KEAP1,NFE2L2,CEBPA
GO:0050863	regulation of T cell activation	0.0000548319230421527	0.0000548319230421527	+1	PIK3CA,PIK3R1,CDKN2A,GATA3,RUNX1,AKT1,TGFBR2,CBFB,PTPN11,MAPK8IP1
GO:0048705	skeletal system morphogenesis	0.00005562585995579442	0.00005562585995579442	+1	CTNNB1,SOX9,PDGFRA,FGFR2,FGFR3,TGFBR2
GO:0010035	response to inorganic substance	0.00005597705401967133	0.00005597705401967133	+1	EGFR,CDH1,NFE2L2,AKT1,BRAF,CDKN1B,HGF,ATRX,LRRK2
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	0.000057219248065632464	0.000057219248065632464	+1	VHL,NOTCH1,FLT3,ERBB4,KIT,FGFR3,PPP2R1A
GO:0045785	positive regulation of cell adhesion	0.00005780570074076256	0.00005780570074076256	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,ATM,FOXA1,FOXA2,TGFBR2,CBFB,PTPN11
GO:0001708	cell fate specification	0.000058384716707133266	0.000058384716707133266	+1	APC,TBX3,SOX9,FOXA2,SOX17
GO:0003208	cardiac ventricle morphogenesis	0.00006034807415982176	0.00006034807415982176	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
GO:0003157	endocardium development	0.00006069968340385559	0.00006069968340385559	+1	NOTCH1,SMAD4,SOX17
GO:2001234	negative regulation of apoptotic signaling pathway	0.00006080224290059247	0.00006080224290059247	+1	RB1,NFE2L2,AKT1,AR,HGF,BRCA1,LRRK2
GO:0090316	positive regulation of intracellular protein transport	0.00006214913816609563	0.00006214913816609563	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1
GO:0071479	cellular response to ionizing radiation	0.00006216595024716542	0.00006216595024716542	+1	TP53,GATA3,ATM,CDKN1A,ATR
GO:0061026	cardiac muscle tissue regeneration	0.00006234022328627856	0.00006234022328627856	+1	CDKN1B,ERBB4,CDKN1A
GO:0060348	bone development	0.00006464268078863367	0.00006464268078863367	+1	TP53,FBXW7,SOX9,KIT,FGFR2,FGFR3
GO:0048145	regulation of fibroblast proliferation	0.00006639344351282826	0.00006639344351282826	+1	TP53,NF1,CTNNB1,PDGFRA,CDKN1A
GO:0045637	regulation of myeloid cell differentiation	0.00006741464764000504	0.00006741464764000504	+1	FBXW7,RUNX1,MTOR,TLR4,EP300,CBFB,SIN3A,ACVR1B,ACVR2A
GO:0090183	regulation of kidney development	0.00006741464764000504	0.00006741464764000504	+1	GATA3,CTNNB1,SOX9,WT1
GO:0032147	activation of protein kinase activity	0.00006873381149026441	0.00006873381149026441	+1	MAP2K4,STK11,AKT1,BRAF,MTOR,TLR4,LRRK2,KIT,TGFBR2
GO:0010507	negative regulation of autophagy	0.00006981282543212086	0.00006981282543212086	+1	PIK3CA,AKT1,HGF,MTOR,LRRK2
GO:0002573	myeloid leukocyte differentiation	0.00007008935451174048	0.00007008935451174048	+1	FBXW7,RUNX1,CEBPA,MTOR,TLR4,KIT,TGFBR2
GO:0031060	regulation of histone methylation	0.00007063257214710266	0.00007063257214710266	+1	CTNNB1,ATRX,BRCA1,SMAD4,NSD1
GO:0051547	regulation of keratinocyte migration	0.00007063257214710266	0.00007063257214710266	+1	PTEN,EPPK1,MTOR
GO:0048144	fibroblast proliferation	0.00007154564235039784	0.00007154564235039784	+1	TP53,NF1,CTNNB1,PDGFRA,CDKN1A
GO:0021953	central nervous system neuron differentiation	0.00007154564235039784	0.00007154564235039784	+1	PTEN,CTNNB1,ARHGAP35,ERBB4,FGFR2,SIN3A
GO:0071456	cellular response to hypoxia	0.0000725612373975619	0.0000725612373975619	+1	TP53,VHL,NOTCH1,NFE2L2,AJUBA,MTOR,EP300
GO:0010518	positive regulation of phospholipase activity	0.00007454493650370841	0.00007454493650370841	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
GO:1905477	positive regulation of protein localization to membrane	0.00007454493650370841	0.00007454493650370841	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1
GO:1904375	regulation of protein localization to cell periphery	0.00007569137196999749	0.00007569137196999749	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	0.00007687758071616881	0.00007687758071616881	+1	FLT3,KIT,PDGFRA,FGFR3
GO:0048709	oligodendrocyte differentiation	0.00007702147377392158	0.00007702147377392158	+1	PTEN,NF1,NOTCH1
GO:0043409	negative regulation of MAPK cascade	0.00007770252478735361	0.00007770252478735361	+1	PTEN,NF1,TLR4,SMAD4,PPP2R1A,MAPK8IP1,MECOM,NCOR1
GO:0010821	regulation of mitochondrion organization	0.0000804380368202436	0.0000804380368202436	+1	TP53,FBXW7,BAP1,AKT1,HGF,LRRK2,EP300
GO:1903078	positive regulation of protein localization to plasma membrane	0.00008081090483006036	0.00008081090483006036	+1	EGFR,PIK3R1,EPHA3,AKT1
GO:0036294	cellular response to decreased oxygen levels	0.00008325518780723744	0.00008325518780723744	+1	TP53,VHL,NOTCH1,NFE2L2,AJUBA,MTOR,EP300
GO:1904892	regulation of receptor signaling pathway via STAT	0.00008348033740427461	0.00008348033740427461	+1	VHL,NOTCH1,FLT3,ERBB4,KIT,FGFR3,PPP2R1A
GO:0003205	cardiac chamber development	0.00008457175861578312	0.00008457175861578312	+1	GATA3,NOTCH1,TBX3,FGFR2,SMAD4,TGFBR2
GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	0.00008625222173207022	0.00008625222173207022	+1	TP53,GATA3,SOX9,WT1
GO:0048872	homeostasis of number of cells	0.00008862641515226428	0.00008862641515226428	+1	NOTCH1,FLT3,AKT1,SOX9,KIT,ACVR1B,ACVR2A
GO:0032984	protein-containing complex disassembly	0.0000891025865258551	0.0000891025865258551	+1	APC,ARID1A,PBRM1,NAV3
GO:0050870	positive regulation of T cell activation	0.0000923193806370177	0.0000923193806370177	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,TGFBR2,CBFB,PTPN11
GO:0061614	pri-miRNA transcription by RNA polymerase II	0.00009387430258741833	0.00009387430258741833	+1	TP53,GATA3,SOX9,WT1
GO:1901800	positive regulation of proteasomal protein catabolic process	0.00009630317320925769	0.00009630317320925769	+1	FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0007610	behavior	0.00009701594527389271	0.00009701594527389271	+1	TP53,PTEN,EGFR,NF1
GO:0010810	regulation of cell-substrate adhesion	0.0000997119057502923	0.0000997119057502923	+1	PTEN,NF1,CDKN2A,NOTCH1
GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	0.00010372083474667081	0.00010372083474667081	+1	TP53,EGFR
GO:0061213	positive regulation of mesonephros development	0.00010520065120868054	0.00010520065120868054	+1	GATA3,SOX9,WT1
GO:0032886	regulation of microtubule-based process	0.00010627315362215236	0.00010627315362215236	+1	APC,NAV3,CTNNB1,NPM1,STK11,EPHA3
GO:1903320	regulation of protein modification by small protein conjugation or removal	0.00010627315362215236	0.00010627315362215236	+1	PTEN,CDKN2A,FBXW7,CTNNB1,AKT1,BRCA1,LRRK2,TAF1,RPL5
GO:0034614	cellular response to reactive oxygen species	0.00010752693812968146	0.00010752693812968146	+1	EGFR,NFE2L2,AKT1,HGF,LRRK2,PDGFRA
GO:0060412	ventricular septum morphogenesis	0.00010807912012019761	0.00010807912012019761	+1	NOTCH1,FGFR2,SMAD4,TGFBR2
GO:2000826	regulation of heart morphogenesis	0.00010807912012019761	0.00010807912012019761	+1	NOTCH1,CTNNB1,SMAD4,TGFBR2
GO:1903362	regulation of cellular protein catabolic process	0.0001084165001144904	0.0001084165001144904	+1	PTEN,CDKN2A,FBXW7,KEAP1,NFE2L2,CEBPA
GO:0001889	liver development	0.00010869783951453878	0.00010869783951453878	+1	NF1,FBXW7,CEBPA,ARID5B
GO:0043388	positive regulation of DNA binding	0.00011364485960280263	0.00011364485960280263	+1	GATA3,RB1,CTNNB1
GO:1904377	positive regulation of protein localization to cell periphery	0.00011828823687645183	0.00011828823687645183	+1	EGFR,PIK3R1,EPHA3,AKT1
GO:0002011	morphogenesis of an epithelial sheet	0.00011828823687645183	0.00011828823687645183	+1	PTEN,NOTCH1,ARHGAP35,MTOR
